grid_id,休闲_density,办公_density,公共服务_density,交通设施_density,居住_density,total_density
1565,344.0,44.0,204.0,56.0,20.0,668.0
1566,512.0,16.0,344.0,84.0,72.0,1028.0
1567,1324.0,12.0,380.0,88.0,376.0,2180.0
1568,196.0,28.0,72.0,36.0,16.0,348.0
1569,168.0,4.0,28.0,12.0,24.0,236.0
1570,220.0,44.0,84.0,40.0,64.0,452.0
1571,120.0,24.0,84.0,24.0,24.0,276.0
1572,16.0,0.0,8.0,4.0,0.0,28.0
1573,48.0,8.0,68.0,36.0,32.0,192.0
1574,168.0,32.0,4.0,20.0,0.0,224.0
1575,128.0,68.0,88.0,8.0,8.0,300.0
1576,20.0,12.0,4.0,0.0,8.0,44.0
1577,0.0,0.0,0.0,0.0,0.0,0.0
1578,40.0,20.0,24.0,36.0,8.0,128.0
1579,4.0,8.0,32.0,44.0,12.0,100.0
1580,40.0,4.0,16.0,16.0,4.0,80.0
1581,76.0,0.0,40.0,20.0,12.0,148.0
1582,0.0,0.0,0.0,4.0,0.0,4.0
1583,20.0,12.0,16.0,52.0,0.0,100.0
1584,48.0,40.0,76.0,68.0,152.0,384.0
1585,252.0,28.0,124.0,100.0,68.0,572.0
1586,124.0,20.0,80.0,88.0,248.0,560.0
1587,32.0,164.0,68.0,164.0,64.0,492.0
1588,4.0,32.0,20.0,140.0,16.0,212.0
1589,548.0,88.0,296.0,132.0,92.0,1156.0
1590,308.0,68.0,216.0,92.0,28.0,712.0
1591,72.0,36.0,64.0,68.0,36.0,276.0
1592,224.0,20.0,76.0,120.0,60.0,500.0
1593,136.0,264.0,192.0,176.0,64.0,832.0
1594,320.0,112.0,124.0,200.0,52.0,808.0
1595,128.0,44.0,84.0,180.0,76.0,512.0
1596,284.0,84.0,196.0,180.0,60.0,804.0
1597,356.0,24.0,192.0,124.0,40.0,736.0
1598,3300.0,208.0,368.0,368.0,140.0,4384.0
1599,2020.0,148.0,432.0,268.0,164.0,3032.0
1600,1124.0,120.0,484.0,244.0,188.0,2160.0
1601,292.0,56.0,172.0,108.0,72.0,700.0
1602,8.0,0.0,20.0,16.0,8.0,52.0
1603,48.0,20.0,56.0,56.0,32.0,212.0
1604,176.0,420.0,372.0,52.0,8.0,1028.0
1605,624.0,108.0,228.0,152.0,100.0,1212.0
1606,664.0,168.0,344.0,136.0,68.0,1380.0
1607,448.0,8.0,84.0,44.0,16.0,600.0
1608,148.0,72.0,100.0,36.0,16.0,372.0
1609,204.0,12.0,100.0,96.0,8.0,420.0
1610,656.0,40.0,324.0,184.0,52.0,1256.0
1611,56.0,176.0,60.0,52.0,12.0,356.0
1612,0.0,20.0,12.0,64.0,0.0,96.0
1613,20.0,4.0,44.0,32.0,4.0,104.0
1614,0.0,8.0,12.0,32.0,0.0,52.0
1615,4.0,8.0,0.0,20.0,12.0,44.0
1616,8.0,16.0,0.0,28.0,0.0,52.0
1617,196.0,24.0,80.0,60.0,8.0,368.0
1618,8.0,12.0,8.0,20.0,0.0,48.0
1619,84.0,4.0,56.0,28.0,8.0,180.0
1620,156.0,24.0,100.0,28.0,64.0,372.0
1621,212.0,12.0,180.0,84.0,12.0,500.0
1622,200.0,28.0,212.0,60.0,32.0,532.0
1623,432.0,56.0,192.0,60.0,216.0,956.0
1624,44.0,8.0,20.0,40.0,20.0,132.0
1625,636.0,212.0,100.0,16.0,12.0,976.0
1626,100.0,36.0,88.0,44.0,36.0,304.0
1627,48.0,12.0,12.0,32.0,12.0,116.0
1628,92.0,8.0,32.0,20.0,16.0,168.0
1629,0.0,20.0,12.0,44.0,4.0,80.0
1630,68.0,8.0,28.0,32.0,4.0,140.0
1631,48.0,16.0,20.0,28.0,4.0,116.0
1632,40.0,44.0,12.0,4.0,0.0,100.0
1633,0.0,0.0,4.0,0.0,0.0,4.0
1634,0.0,0.0,0.0,0.0,0.0,0.0
1635,24.0,8.0,20.0,24.0,8.0,84.0
1636,76.0,20.0,128.0,28.0,4.0,256.0
1637,4.0,0.0,20.0,44.0,4.0,72.0
1638,412.0,20.0,300.0,76.0,84.0,892.0
1639,12.0,8.0,36.0,48.0,0.0,104.0
1640,8.0,16.0,20.0,56.0,24.0,124.0
1641,116.0,108.0,128.0,76.0,20.0,448.0
1642,616.0,40.0,240.0,116.0,92.0,1104.0
1643,348.0,48.0,292.0,84.0,100.0,872.0
1644,8.0,16.0,16.0,12.0,8.0,60.0
1645,4.0,0.0,20.0,68.0,12.0,104.0
1646,104.0,44.0,124.0,68.0,36.0,376.0
1647,304.0,48.0,172.0,88.0,40.0,652.0
1648,508.0,44.0,372.0,104.0,24.0,1052.0
1649,536.0,132.0,504.0,244.0,152.0,1568.0
1650,640.0,164.0,224.0,192.0,72.0,1292.0
1651,848.0,64.0,280.0,208.0,56.0,1456.0
1652,692.0,120.0,284.0,112.0,84.0,1292.0
1653,604.0,48.0,280.0,152.0,64.0,1148.0
1654,268.0,64.0,224.0,100.0,60.0,716.0
1655,796.0,96.0,352.0,256.0,72.0,1572.0
1656,312.0,44.0,136.0,88.0,32.0,612.0
1657,908.0,108.0,256.0,240.0,164.0,1676.0
1658,884.0,56.0,296.0,196.0,100.0,1532.0
1659,152.0,76.0,100.0,132.0,68.0,528.0
1660,4.0,20.0,40.0,12.0,0.0,76.0
1661,340.0,76.0,136.0,60.0,24.0,636.0
1662,388.0,40.0,192.0,104.0,20.0,744.0
1663,1040.0,28.0,700.0,160.0,32.0,1960.0
1664,244.0,60.0,204.0,96.0,28.0,632.0
1665,192.0,48.0,176.0,72.0,20.0,508.0
1666,384.0,28.0,200.0,100.0,16.0,728.0
1667,388.0,36.0,240.0,116.0,48.0,828.0
1668,172.0,48.0,68.0,28.0,20.0,336.0
1669,0.0,8.0,0.0,0.0,4.0,12.0
1670,108.0,8.0,52.0,40.0,8.0,216.0
1671,0.0,0.0,4.0,12.0,0.0,16.0
1672,0.0,0.0,4.0,0.0,4.0,8.0
1673,0.0,0.0,0.0,4.0,4.0,8.0
1674,472.0,52.0,172.0,48.0,20.0,764.0
1675,68.0,8.0,28.0,44.0,12.0,160.0
1676,288.0,28.0,152.0,52.0,32.0,552.0
1677,328.0,28.0,160.0,60.0,36.0,612.0
1678,16.0,16.0,12.0,12.0,4.0,60.0
1679,72.0,4.0,36.0,4.0,4.0,120.0
1680,0.0,4.0,0.0,4.0,4.0,12.0
1681,40.0,28.0,20.0,32.0,12.0,132.0
1682,32.0,16.0,16.0,12.0,8.0,84.0
1683,204.0,20.0,84.0,36.0,4.0,348.0
1684,136.0,12.0,88.0,32.0,28.0,296.0
1685,100.0,20.0,72.0,56.0,16.0,264.0
1686,12.0,0.0,4.0,8.0,0.0,24.0
1687,0.0,0.0,0.0,0.0,0.0,0.0
1688,32.0,4.0,8.0,64.0,4.0,112.0
1689,8.0,0.0,8.0,8.0,0.0,24.0
1690,4.0,0.0,8.0,0.0,0.0,12.0
1691,0.0,0.0,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,4.0,4.0,8.0
1693,0.0,8.0,4.0,16.0,0.0,28.0
1694,0.0,0.0,4.0,4.0,4.0,12.0
1695,20.0,12.0,12.0,0.0,4.0,48.0
1696,4.0,0.0,8.0,16.0,4.0,32.0
1697,196.0,44.0,204.0,52.0,136.0,632.0
1698,208.0,76.0,160.0,76.0,64.0,584.0
1699,708.0,908.0,404.0,112.0,44.0,2176.0
1700,256.0,24.0,268.0,56.0,68.0,672.0
1701,0.0,0.0,0.0,0.0,12.0,12.0
1702,80.0,56.0,68.0,28.0,12.0,244.0
1703,60.0,4.0,40.0,56.0,20.0,180.0
1704,20.0,36.0,28.0,20.0,12.0,116.0
1705,252.0,28.0,100.0,84.0,28.0,492.0
1706,228.0,72.0,92.0,160.0,80.0,632.0
1707,188.0,24.0,168.0,108.0,32.0,520.0
1708,488.0,44.0,260.0,156.0,28.0,976.0
1709,296.0,56.0,220.0,56.0,112.0,740.0
1710,592.0,36.0,220.0,152.0,184.0,1184.0
1711,124.0,36.0,92.0,180.0,36.0,468.0
1712,396.0,36.0,224.0,124.0,16.0,796.0
1713,0.0,4.0,12.0,4.0,0.0,20.0
1714,292.0,64.0,236.0,116.0,80.0,788.0
1715,240.0,40.0,120.0,76.0,52.0,528.0
1716,256.0,80.0,164.0,96.0,64.0,660.0
1717,0.0,28.0,8.0,20.0,12.0,68.0
1718,236.0,60.0,128.0,64.0,12.0,500.0
1719,656.0,40.0,276.0,60.0,44.0,1076.0
1720,640.0,36.0,456.0,168.0,48.0,1348.0
1721,420.0,144.0,308.0,164.0,56.0,1092.0
1722,4.0,20.0,52.0,44.0,12.0,132.0
1723,372.0,36.0,220.0,92.0,16.0,736.0
1724,552.0,60.0,268.0,84.0,52.0,1016.0
1725,304.0,32.0,104.0,40.0,16.0,496.0
1726,196.0,332.0,208.0,76.0,244.0,1056.0
1727,120.0,204.0,64.0,96.0,56.0,540.0
1728,68.0,12.0,36.0,32.0,16.0,164.0
1729,0.0,8.0,0.0,20.0,12.0,40.0
1730,0.0,0.0,4.0,4.0,0.0,8.0
1731,120.0,32.0,68.0,32.0,0.0,252.0
1732,84.0,40.0,44.0,12.0,12.0,192.0
1733,480.0,20.0,156.0,48.0,32.0,736.0
1734,36.0,4.0,28.0,28.0,56.0,152.0
1735,0.0,4.0,32.0,8.0,0.0,44.0
1736,40.0,0.0,4.0,28.0,0.0,72.0
1737,144.0,16.0,52.0,36.0,16.0,264.0
1738,100.0,20.0,64.0,68.0,8.0,260.0
1739,4.0,8.0,4.0,0.0,0.0,16.0
1740,76.0,8.0,60.0,32.0,12.0,188.0
1741,0.0,0.0,0.0,4.0,4.0,8.0
1742,12.0,12.0,36.0,32.0,12.0,104.0
1743,4.0,0.0,12.0,12.0,0.0,28.0
1744,4.0,0.0,28.0,8.0,0.0,40.0
1745,16.0,0.0,16.0,0.0,0.0,32.0
1746,4.0,4.0,4.0,0.0,0.0,12.0
1747,0.0,0.0,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0,0.0,0.0
1750,16.0,8.0,0.0,0.0,8.0,32.0
1751,0.0,4.0,4.0,12.0,12.0,32.0
1752,0.0,4.0,0.0,0.0,0.0,4.0
1753,20.0,8.0,12.0,24.0,8.0,72.0
1754,4.0,16.0,12.0,40.0,4.0,76.0
1755,64.0,0.0,28.0,36.0,8.0,136.0
1756,128.0,24.0,132.0,72.0,16.0,372.0
1757,92.0,8.0,120.0,56.0,40.0,316.0
1758,104.0,12.0,68.0,64.0,16.0,264.0
1759,0.0,4.0,8.0,16.0,4.0,32.0
1760,92.0,28.0,64.0,36.0,20.0,240.0
1761,76.0,28.0,16.0,72.0,16.0,208.0
1762,8.0,0.0,8.0,8.0,12.0,36.0
1763,164.0,64.0,96.0,76.0,52.0,452.0
1764,252.0,24.0,216.0,40.0,20.0,552.0
1765,108.0,44.0,36.0,60.0,32.0,280.0
1766,72.0,32.0,108.0,88.0,28.0,328.0
1767,108.0,44.0,52.0,80.0,36.0,320.0
1768,500.0,96.0,336.0,224.0,76.0,1232.0
1769,172.0,48.0,76.0,52.0,24.0,372.0
1770,192.0,44.0,172.0,128.0,32.0,568.0
1771,32.0,32.0,12.0,36.0,0.0,112.0
1772,224.0,32.0,92.0,104.0,16.0,468.0
1773,40.0,36.0,56.0,52.0,16.0,200.0
1774,88.0,40.0,108.0,56.0,16.0,308.0
1775,0.0,16.0,48.0,8.0,4.0,76.0
1776,232.0,36.0,112.0,52.0,20.0,452.0
1777,476.0,52.0,284.0,136.0,84.0,1032.0
1778,212.0,20.0,176.0,92.0,32.0,532.0
1779,784.0,60.0,312.0,192.0,156.0,1504.0
1780,24.0,36.0,36.0,48.0,8.0,152.0
1781,88.0,32.0,68.0,32.0,8.0,228.0
1782,8.0,8.0,20.0,4.0,0.0,40.0
1783,20.0,80.0,36.0,24.0,48.0,208.0
1784,688.0,908.0,332.0,148.0,420.0,2496.0
1785,16.0,0.0,24.0,44.0,20.0,104.0
1786,20.0,24.0,8.0,4.0,64.0,120.0
1787,4.0,0.0,4.0,0.0,4.0,12.0
1788,0.0,0.0,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0,0.0,0.0
1791,0.0,0.0,8.0,0.0,0.0,8.0
1792,0.0,0.0,0.0,0.0,0.0,0.0
1793,0.0,4.0,4.0,0.0,0.0,8.0
1794,0.0,0.0,0.0,0.0,0.0,0.0
1795,112.0,4.0,36.0,32.0,12.0,196.0
1796,36.0,16.0,40.0,12.0,8.0,112.0
1797,0.0,0.0,0.0,0.0,0.0,0.0
1798,0.0,0.0,16.0,4.0,4.0,24.0
1799,0.0,4.0,4.0,0.0,0.0,8.0
1800,8.0,0.0,4.0,16.0,0.0,28.0
1801,16.0,0.0,8.0,16.0,12.0,52.0
1802,12.0,0.0,0.0,0.0,0.0,12.0
1803,0.0,0.0,12.0,0.0,0.0,12.0
1804,0.0,0.0,4.0,0.0,0.0,4.0
1805,0.0,0.0,0.0,8.0,0.0,8.0
1806,4.0,0.0,8.0,0.0,0.0,12.0
1807,0.0,0.0,0.0,8.0,0.0,8.0
1808,12.0,0.0,4.0,16.0,0.0,32.0
1809,0.0,0.0,4.0,4.0,0.0,8.0
1810,0.0,4.0,16.0,4.0,0.0,24.0
1811,4.0,0.0,8.0,4.0,0.0,16.0
1812,12.0,24.0,16.0,12.0,4.0,68.0
1813,4.0,4.0,32.0,64.0,0.0,104.0
1814,0.0,0.0,0.0,24.0,4.0,28.0
1815,36.0,8.0,12.0,12.0,4.0,72.0
1816,84.0,32.0,80.0,56.0,0.0,252.0
1817,72.0,44.0,68.0,20.0,0.0,204.0
1818,608.0,48.0,224.0,104.0,64.0,1048.0
1819,160.0,56.0,36.0,24.0,12.0,288.0
1820,0.0,8.0,8.0,20.0,8.0,44.0
1821,64.0,16.0,12.0,12.0,4.0,108.0
1822,180.0,68.0,76.0,44.0,16.0,384.0
1823,236.0,72.0,160.0,92.0,52.0,612.0
1824,88.0,44.0,108.0,12.0,8.0,260.0
1825,144.0,40.0,136.0,76.0,36.0,432.0
1826,36.0,16.0,44.0,12.0,0.0,108.0
1827,68.0,48.0,96.0,64.0,24.0,300.0
1828,28.0,12.0,4.0,8.0,12.0,64.0
1829,152.0,36.0,144.0,24.0,4.0,360.0
1830,8.0,16.0,8.0,0.0,0.0,32.0
1831,160.0,76.0,152.0,36.0,36.0,460.0
1832,136.0,124.0,52.0,28.0,16.0,356.0
1833,104.0,104.0,132.0,120.0,36.0,496.0
1834,428.0,44.0,256.0,152.0,24.0,904.0
1835,300.0,28.0,224.0,72.0,16.0,640.0
1836,1036.0,72.0,432.0,92.0,124.0,1756.0
1837,88.0,44.0,56.0,60.0,8.0,256.0
1838,4.0,16.0,4.0,20.0,0.0,44.0
1839,0.0,4.0,0.0,12.0,0.0,16.0
1840,8.0,0.0,24.0,16.0,24.0,72.0
1841,100.0,324.0,72.0,60.0,16.0,572.0
1842,20.0,4.0,12.0,28.0,16.0,80.0
1843,24.0,4.0,0.0,8.0,0.0,36.0
1844,0.0,0.0,4.0,8.0,12.0,24.0
1845,12.0,0.0,40.0,20.0,4.0,76.0
1846,8.0,4.0,4.0,28.0,4.0,48.0
1847,12.0,8.0,20.0,24.0,4.0,68.0
1848,212.0,20.0,176.0,80.0,20.0,508.0
1849,24.0,4.0,24.0,40.0,32.0,124.0
1850,8.0,8.0,8.0,28.0,0.0,52.0
1851,4.0,0.0,0.0,4.0,0.0,8.0
1852,20.0,4.0,0.0,0.0,0.0,24.0
1853,12.0,0.0,0.0,16.0,0.0,28.0
1854,4.0,0.0,0.0,0.0,4.0,8.0
1855,64.0,4.0,4.0,4.0,4.0,80.0
1856,76.0,4.0,80.0,4.0,20.0,184.0
1857,48.0,8.0,36.0,16.0,44.0,152.0
1858,4.0,8.0,4.0,16.0,8.0,40.0
1859,16.0,0.0,12.0,16.0,16.0,60.0
1860,0.0,0.0,0.0,0.0,0.0,0.0
1861,0.0,0.0,0.0,0.0,0.0,0.0
1862,0.0,0.0,0.0,0.0,0.0,0.0
1863,4.0,0.0,8.0,4.0,0.0,16.0
1864,0.0,0.0,0.0,0.0,0.0,0.0
1865,4.0,4.0,0.0,4.0,0.0,12.0
1866,0.0,0.0,0.0,12.0,0.0,12.0
1867,12.0,0.0,16.0,24.0,0.0,52.0
1868,4.0,4.0,4.0,24.0,0.0,36.0
1869,0.0,0.0,0.0,4.0,0.0,4.0
1870,4.0,0.0,4.0,0.0,4.0,12.0
1871,4.0,8.0,12.0,12.0,0.0,36.0
1872,248.0,36.0,104.0,32.0,0.0,420.0
1873,60.0,12.0,4.0,16.0,0.0,92.0
1874,0.0,4.0,0.0,0.0,0.0,4.0
1875,4.0,12.0,0.0,16.0,0.0,32.0
1876,4.0,8.0,4.0,4.0,0.0,20.0
1877,48.0,20.0,20.0,8.0,0.0,96.0
1878,12.0,16.0,28.0,0.0,0.0,56.0
1879,260.0,64.0,136.0,88.0,16.0,564.0
1880,792.0,88.0,516.0,148.0,120.0,1664.0
1881,56.0,20.0,56.0,32.0,0.0,164.0
1882,28.0,12.0,48.0,32.0,8.0,128.0
1883,156.0,40.0,180.0,112.0,60.0,548.0
1884,184.0,136.0,176.0,88.0,44.0,628.0
1885,376.0,80.0,144.0,24.0,36.0,660.0
1886,412.0,64.0,176.0,12.0,8.0,672.0
1887,160.0,32.0,96.0,44.0,12.0,344.0
1888,804.0,120.0,412.0,112.0,100.0,1548.0
1889,224.0,40.0,128.0,104.0,20.0,516.0
1890,424.0,48.0,300.0,116.0,72.0,960.0
1891,452.0,32.0,220.0,132.0,56.0,892.0
1892,212.0,24.0,148.0,64.0,16.0,464.0
1893,272.0,36.0,168.0,12.0,16.0,504.0
1894,4.0,24.0,16.0,28.0,0.0,72.0
1895,0.0,0.0,8.0,4.0,0.0,12.0
1896,4.0,0.0,0.0,20.0,4.0,28.0
1897,4.0,4.0,12.0,32.0,8.0,60.0
1898,0.0,0.0,4.0,0.0,4.0,8.0
1899,32.0,4.0,12.0,16.0,0.0,64.0
1900,20.0,0.0,8.0,8.0,4.0,40.0
1901,16.0,8.0,16.0,8.0,0.0,48.0
1902,20.0,4.0,20.0,76.0,0.0,120.0
1903,4.0,4.0,4.0,8.0,4.0,24.0
1904,0.0,0.0,4.0,0.0,0.0,4.0
1905,4.0,16.0,8.0,24.0,4.0,56.0
1906,20.0,8.0,32.0,12.0,8.0,80.0
1907,36.0,0.0,16.0,48.0,4.0,104.0
1908,12.0,4.0,24.0,24.0,0.0,64.0
1909,20.0,8.0,16.0,20.0,24.0,88.0
1910,4.0,0.0,8.0,12.0,4.0,28.0
1911,144.0,8.0,152.0,56.0,8.0,368.0
1912,160.0,8.0,72.0,48.0,20.0,308.0
1913,520.0,52.0,464.0,32.0,36.0,1104.0
1914,172.0,16.0,200.0,4.0,24.0,416.0
1915,288.0,8.0,92.0,52.0,12.0,452.0
1916,4.0,4.0,4.0,8.0,0.0,20.0
1917,20.0,12.0,8.0,4.0,0.0,44.0
1918,4.0,0.0,0.0,0.0,0.0,4.0
1919,0.0,0.0,0.0,0.0,0.0,0.0
1920,0.0,0.0,0.0,0.0,0.0,0.0
1921,8.0,4.0,0.0,12.0,0.0,24.0
1922,0.0,0.0,0.0,0.0,0.0,0.0
1923,4.0,0.0,0.0,8.0,0.0,12.0
1924,4.0,0.0,0.0,32.0,4.0,40.0
1925,16.0,4.0,16.0,8.0,0.0,44.0
1926,0.0,0.0,0.0,0.0,0.0,0.0
1927,0.0,0.0,4.0,20.0,0.0,24.0
1928,12.0,16.0,8.0,24.0,4.0,64.0
1929,48.0,8.0,36.0,28.0,32.0,152.0
1930,8.0,12.0,12.0,20.0,32.0,84.0
1931,4.0,0.0,0.0,12.0,0.0,16.0
1932,0.0,8.0,8.0,12.0,12.0,40.0
1933,168.0,48.0,64.0,36.0,0.0,316.0
1934,412.0,88.0,112.0,64.0,4.0,680.0
1935,80.0,60.0,112.0,40.0,0.0,292.0
1936,184.0,88.0,172.0,56.0,8.0,508.0
1937,668.0,116.0,360.0,112.0,48.0,1304.0
1938,340.0,32.0,168.0,76.0,12.0,628.0
1939,96.0,24.0,68.0,44.0,20.0,252.0
1940,476.0,48.0,248.0,180.0,32.0,984.0
1941,280.0,24.0,240.0,132.0,96.0,772.0
1942,12.0,4.0,36.0,24.0,8.0,84.0
1943,4.0,0.0,8.0,0.0,4.0,16.0
1944,88.0,44.0,44.0,36.0,8.0,220.0
1945,376.0,40.0,164.0,72.0,32.0,684.0
1946,16.0,20.0,32.0,44.0,20.0,132.0
1947,20.0,20.0,20.0,24.0,4.0,88.0
1948,80.0,12.0,116.0,68.0,12.0,288.0
1949,0.0,0.0,16.0,4.0,0.0,20.0
1950,24.0,4.0,48.0,44.0,8.0,128.0
1951,100.0,32.0,56.0,52.0,28.0,268.0
1952,184.0,4.0,116.0,68.0,12.0,384.0
1953,276.0,12.0,132.0,60.0,12.0,492.0
1954,0.0,0.0,12.0,8.0,4.0,24.0
1955,0.0,0.0,4.0,4.0,4.0,12.0
1956,32.0,0.0,12.0,20.0,0.0,64.0
1957,164.0,8.0,48.0,56.0,40.0,316.0
1958,44.0,16.0,24.0,40.0,12.0,136.0
1959,0.0,16.0,8.0,20.0,8.0,52.0
1960,0.0,0.0,0.0,0.0,0.0,0.0
1961,16.0,20.0,8.0,24.0,4.0,72.0
1962,28.0,4.0,20.0,24.0,8.0,84.0
1963,84.0,16.0,140.0,52.0,24.0,316.0
1964,80.0,4.0,8.0,40.0,0.0,132.0
1965,68.0,12.0,12.0,28.0,4.0,124.0
1966,44.0,4.0,28.0,16.0,12.0,104.0
1967,56.0,12.0,12.0,40.0,16.0,136.0
1968,180.0,4.0,124.0,40.0,16.0,364.0
1969,4.0,8.0,40.0,12.0,8.0,72.0
1970,16.0,16.0,28.0,16.0,12.0,88.0
1971,100.0,16.0,20.0,4.0,0.0,140.0
1972,8.0,32.0,20.0,32.0,0.0,92.0
1973,0.0,0.0,4.0,0.0,0.0,4.0
1974,0.0,8.0,0.0,0.0,0.0,8.0
1975,12.0,12.0,8.0,0.0,4.0,36.0
1976,4.0,0.0,0.0,0.0,0.0,4.0
1977,0.0,0.0,0.0,0.0,0.0,0.0
1978,8.0,0.0,12.0,12.0,0.0,32.0
1979,0.0,4.0,0.0,0.0,0.0,4.0
1980,0.0,0.0,4.0,4.0,0.0,8.0
1981,0.0,8.0,0.0,4.0,0.0,12.0
1982,4.0,4.0,4.0,0.0,0.0,12.0
1983,36.0,4.0,32.0,28.0,28.0,128.0
1984,28.0,12.0,4.0,12.0,12.0,68.0
1985,4.0,20.0,8.0,12.0,20.0,64.0
1986,144.0,28.0,92.0,60.0,16.0,340.0
1987,64.0,40.0,48.0,68.0,12.0,232.0
1988,268.0,28.0,164.0,112.0,24.0,596.0
1989,44.0,0.0,40.0,20.0,8.0,112.0
1990,224.0,4.0,88.0,16.0,0.0,332.0
1991,60.0,68.0,12.0,32.0,0.0,172.0
1992,504.0,92.0,248.0,40.0,48.0,932.0
1993,840.0,36.0,336.0,76.0,76.0,1364.0
1994,420.0,24.0,364.0,88.0,16.0,912.0
1995,1136.0,24.0,444.0,92.0,32.0,1728.0
1996,200.0,76.0,156.0,36.0,24.0,492.0
1997,36.0,32.0,80.0,36.0,36.0,220.0
1998,48.0,8.0,68.0,68.0,16.0,208.0
1999,0.0,0.0,0.0,4.0,0.0,4.0
2000,4.0,4.0,12.0,28.0,8.0,56.0
2001,132.0,28.0,148.0,52.0,4.0,364.0
2002,148.0,16.0,68.0,20.0,4.0,256.0
2003,136.0,72.0,64.0,32.0,20.0,324.0
2004,168.0,124.0,96.0,68.0,56.0,512.0
2005,108.0,28.0,44.0,44.0,12.0,236.0
2006,116.0,12.0,108.0,64.0,16.0,316.0
2007,364.0,88.0,224.0,132.0,16.0,824.0
2008,668.0,16.0,324.0,100.0,16.0,1124.0
2009,28.0,8.0,16.0,52.0,20.0,124.0
2010,12.0,0.0,8.0,8.0,0.0,28.0
2011,16.0,4.0,0.0,16.0,4.0,40.0
2012,0.0,0.0,0.0,28.0,4.0,32.0
2013,384.0,44.0,208.0,96.0,76.0,808.0
2014,84.0,24.0,40.0,28.0,36.0,212.0
2015,0.0,12.0,0.0,4.0,0.0,16.0
2016,8.0,12.0,8.0,8.0,12.0,48.0
2017,2816.0,1208.0,172.0,4.0,16.0,4216.0
2018,120.0,8.0,72.0,68.0,32.0,300.0
2019,136.0,60.0,96.0,40.0,16.0,348.0
2020,52.0,4.0,28.0,4.0,8.0,96.0
2021,8.0,0.0,16.0,32.0,8.0,64.0
2022,56.0,4.0,24.0,20.0,16.0,120.0
2023,4.0,0.0,8.0,16.0,8.0,36.0
2024,32.0,8.0,8.0,36.0,4.0,88.0
2025,4.0,0.0,0.0,4.0,8.0,16.0
2026,0.0,4.0,12.0,8.0,12.0,36.0
2027,8.0,12.0,0.0,0.0,12.0,32.0
2028,16.0,4.0,4.0,0.0,0.0,24.0
2029,28.0,12.0,12.0,0.0,0.0,52.0
2030,0.0,0.0,0.0,0.0,0.0,0.0
2031,8.0,4.0,8.0,0.0,4.0,24.0
2032,0.0,0.0,0.0,0.0,0.0,0.0
2033,0.0,0.0,8.0,8.0,0.0,16.0
2034,24.0,4.0,12.0,12.0,4.0,56.0
2035,8.0,0.0,8.0,0.0,8.0,24.0
2036,0.0,4.0,0.0,0.0,4.0,8.0
2037,0.0,4.0,8.0,0.0,0.0,12.0
2038,8.0,0.0,8.0,0.0,0.0,16.0
2039,0.0,16.0,0.0,0.0,0.0,16.0
2040,28.0,12.0,48.0,52.0,4.0,144.0
2041,12.0,0.0,4.0,8.0,0.0,24.0
2042,8.0,4.0,4.0,24.0,8.0,48.0
2043,28.0,4.0,20.0,44.0,4.0,100.0
2044,72.0,16.0,60.0,28.0,16.0,192.0
2045,120.0,20.0,68.0,60.0,20.0,288.0
2046,72.0,4.0,88.0,32.0,12.0,208.0
2047,132.0,36.0,124.0,60.0,16.0,368.0
2048,188.0,24.0,184.0,48.0,20.0,464.0
2049,20.0,12.0,48.0,116.0,12.0,208.0
2050,140.0,4.0,76.0,68.0,12.0,300.0
2051,88.0,12.0,108.0,64.0,16.0,288.0
2052,76.0,4.0,56.0,44.0,4.0,184.0
2053,468.0,12.0,100.0,84.0,8.0,672.0
2054,228.0,12.0,120.0,92.0,64.0,516.0
2055,336.0,12.0,272.0,88.0,24.0,732.0
2056,152.0,16.0,148.0,92.0,16.0,424.0
2057,120.0,44.0,108.0,80.0,20.0,372.0
2058,8.0,8.0,20.0,16.0,16.0,68.0
2059,0.0,4.0,12.0,20.0,28.0,64.0
2060,128.0,40.0,88.0,48.0,16.0,320.0
2061,52.0,28.0,24.0,24.0,12.0,140.0
2062,248.0,68.0,128.0,60.0,12.0,516.0
2063,140.0,72.0,188.0,104.0,36.0,540.0
2064,12.0,0.0,12.0,8.0,0.0,32.0
2065,12.0,0.0,0.0,12.0,4.0,28.0
2066,12.0,0.0,4.0,24.0,0.0,40.0
2067,28.0,16.0,4.0,16.0,0.0,64.0
2068,8.0,0.0,8.0,28.0,20.0,64.0
2069,40.0,56.0,28.0,84.0,44.0,252.0
2070,0.0,16.0,12.0,0.0,0.0,28.0
2071,40.0,12.0,16.0,28.0,16.0,112.0
2072,1108.0,332.0,120.0,132.0,480.0,2172.0
2073,28.0,12.0,28.0,16.0,16.0,100.0
2074,20.0,12.0,16.0,24.0,16.0,88.0
2075,132.0,84.0,40.0,12.0,60.0,328.0
2076,56.0,112.0,36.0,4.0,92.0,300.0
2077,128.0,24.0,124.0,28.0,12.0,316.0
2078,0.0,8.0,12.0,8.0,8.0,36.0
2079,0.0,0.0,8.0,16.0,8.0,32.0
