grid_id,碳排放_carbon_emission_kg (kgCO2/KM/d),人口密度 (千人/km²),休闲POI数量 (个),办公POI数量 (个),公共服务POI数量 (个),交通设施POI数量 (个),居住POI数量 (个),道路密度 (KM/KM²),地铁站点数量 (个),公交站点数量 (个),标准化土地混合熵,到市中心距离 (km),到最近公交距离 (km)
1006,20.35891457,1.224,414,34,142,61,136,37.70751376,0,2,0.797929098,8.162199669,0.144452459
1007,29.83231633,1.224,132,16,44,45,50,36.94011738,0,3,0.870247374,7.672294494,0.17812294
1008,23.77166689,1.224,158,36,60,35,50,44.95803767,1,1,0.88053302,7.183780492,0.231119518
1009,23.93184579,0.816,45,20,16,31,8,88.58360105,0,0,0.910431705,6.696962111,0.529977706
1010,24.39466844,0.816,134,17,42,23,16,97.75888711,0,3,0.765173971,6.212237992,0.15939041
1011,20.56250199,0.816,319,30,63,43,78,52.10505751,0,0,0.749271242,5.730139635,0.358734516
1012,32.22203063,0.816,126,57,25,30,26,43.4705668,0,1,0.859058607,5.251390253,0.182032884
1013,16.95473222,0.816,123,27,29,15,22,17.13804321,0,0,0.787883185,4.776996855,0.329820701
1014,24.13401761,0.816,45,5,62,10,5,86.62001297,0,2,0.728524438,4.308398578,0.220808307
1015,25.62706611,0.816,337,30,173,56,138,15.34159304,0,0,0.832116131,3.847713303,0.345897485
1016,29.58619611,0.816,148,28,48,63,105,20.42754237,0,1,0.907187878,3.39816083,0.24862792
1017,41.38108995,0.918,285,33,85,54,131,102.3214638,0,4,0.836361134,2.96480967,0.256596611
1018,31.19142112,0.918,596,74,202,84,171,58.13781577,1,7,0.809894402,2.555913876,0.194648967
1019,11.83527872,0.918,443,17,66,46,214,23.24016693,0,0,0.704858175,2.18524486,0.294137473
1020,18.23573985,0.918,402,38,63,30,209,44.7073506,0,0,0.733320807,1.875605091,0.359596576
1021,17.35940922,1.02,147,37,88,59,75,50.88396389,0,2,0.938108429,1.661473386,0.124943855
1022,8.194585056,1.02,99,14,44,19,43,96.27847532,0,4,0.862954079,1.582116675,0.134465276
1023,16.45381494,1.02,144,14,54,44,55,30.66472026,0,2,0.859405849,1.657013135,0.026081782
1024,15.25163075,1.02,38,3,26,32,26,34.46322087,0,3,0.903125425,1.867696948,0.139879681
1025,18.35883429,1.02,128,37,99,50,42,18.79300553,0,3,0.923819219,2.175061205,0.077867523
1026,18.09234279,1.02,227,23,139,69,44,46.47044907,0,4,0.833737007,2.544305525,0.047147413
1027,11.24871469,1.02,128,28,89,46,20,60.77895172,0,3,0.869455769,2.952302485,0.074273305
1028,11.66404911,1.02,52,19,43,49,31,38.56671265,0,4,0.966179237,3.385068584,0.076989798
1029,11.97259103,1.02,57,5,46,43,20,39.20028025,0,4,0.882802855,3.834225956,0.091119347
1030,18.45428004,1.02,44,70,30,64,25,82.52819252,0,7,0.953380095,4.294634797,0.095583383
1031,18.68704782,1.02,228,134,91,80,38,49.02686635,0,5,0.90412316,4.763033424,0.12349731
1032,22.09305715,1.02,18,35,40,49,5,41.00413641,0,4,0.891121751,5.237278564,0.048102856
1033,23.38271401,1.097,73,23,48,77,15,62.55546328,0,4,0.903655261,5.71591516,0.078557807
1034,27.10409728,1.097,91,9,57,42,40,66.13931134,0,4,0.893319306,6.197925901,0.069222033
1035,30.64464844,1.097,77,13,67,37,13,49.39113861,0,4,0.862643177,6.682580701,0.132915477
1036,43.26312496,1.097,394,103,138,53,44,34.9048528,0,5,0.797177108,7.169343358,0.097189398
1037,19.72021681,0.779,161,35,119,46,19,48.51886142,1,2,0.840346098,7.657811929,0.200067601
1038,19.97012446,0.779,59,30,52,43,15,49.38025151,0,4,0.945865346,8.147679602,0.085170054
1039,8.241579114,0.779,60,42,33,32,9,49.10800187,0,3,0.922467261,8.638708368,0.138546494
1040,17.19661841,0.779,56,49,24,41,9,47.17998861,0,2,0.916793241,9.130710904,0.258217189
1041,8.705199582,1.035,23,72,8,11,9,5.273364832,0,0,0.75305262,9.623537862,0.320671309
1042,2.936878009,1.035,2,0,1,7,2,26.37673398,0,0,0.695114317,10.11706876,0.282609845
1043,1.197604713,1.035,31,5,9,11,11,32.19585378,0,2,0.878075124,10.61120538,0.217551075
1044,0.534297589,1.035,2,1,0,1,2,33.90341061,0,0,0.826165047,11.10586688,0.609956002
1045,1.746200329,0.46,8,1,5,9,0,62.87076134,0,1,0.74718562,11.6009861,0.213304411
1046,1.278802379,0.46,1,1,12,4,2,10.09542482,0,0,0.719639251,12.09650684,0.312902579
1047,0.836122139,0.46,28,6,24,22,13,167.0957845,0,2,0.934400235,12.59238171,0.187611572
1048,0,0.46,1,0,0,1,0,158.6930539,0,0,0.430676558,13.08857045,0.31975046
1049,0,0.46,0,0,0,0,0,93.29152749,0,0,0,13.58503868,0.818096945
1050,7.277383505,0.46,1,9,9,4,2,5.167527925,0,0,0.844776457,10.56297341,1.174233736
1051,5.714892983,0.46,3,0,0,1,0,29.9382907,0,0,0.34939847,10.06573428,0.897951623
1052,16.08834914,0.46,15,1,10,31,15,35.73141121,0,0,0.838793534,9.56878289,0.46942771
1053,28.49396068,0.46,72,5,25,21,8,63.66122681,0,0,0.766667073,9.07216652,0.366616466
1054,22.73145859,0.46,291,115,212,37,33,36.58306478,0,0,0.825488121,8.575943372,0.329873933
1055,12.45505818,0.46,64,4,21,25,8,36.4794241,0,0,0.780918566,8.080185894,0.374395396
1056,30.86023286,0.46,28,12,17,28,53,36.13117364,0,0,0.922766024,7.584985395,0.308820794
1057,18.64548346,0.46,89,15,34,33,53,27.88732253,0,1,0.90535392,7.090458574,0.239592188
1058,19.10629588,0.46,167,33,100,45,54,61.86437494,0,0,0.891177925,6.596756942,0.503028017
1059,21.51772117,0.46,1174,95,410,75,128,123.3702757,1,4,0.676238833,6.104080726,0.143297416
1060,14.94348485,0.46,409,13,184,68,164,76.6133903,0,2,0.789485763,5.612699962,0.096320644
1061,37.6356796,0.46,190,66,91,66,338,94.03723399,1,8,0.863770491,5.122987432,0.171459457
1062,19.04810727,0.46,310,67,124,77,253,45.14770921,0,1,0.892986209,4.635471884,0.183662901
1063,30.05011473,0.46,347,94,184,77,488,110.5300677,1,5,0.864414055,4.15092748,0.125695896
1064,26.31391458,0.46,629,70,546,100,351,45.79867439,0,1,0.843296218,3.670531065,0.197297337
1065,32.47086571,0.46,801,41,367,92,78,75.89870248,1,3,0.693075162,3.196153572,0.097315303
1066,36.04017168,0.46,316,32,91,79,69,114.3215794,0,4,0.809316312,2.73093336,0.053181721
1067,33.3359902,0.46,901,35,178,95,116,73.90974489,0,8,0.640026375,2.28048161,0.01146044
1068,18.5925926,0.46,289,55,163,102,422,45.46044726,1,4,0.86923607,1.855585011,0.061246225
1069,21.85185389,0.46,214,82,88,70,284,41.53011022,0,3,0.899446899,1.478443469,0.265083311
1070,20.03876367,0.46,159,35,89,115,55,50.15865145,1,9,0.925208901,1.195154571,0.061224307
1071,10.45415597,0.46,98,13,46,46,20,106.1608895,0,5,0.866465488,1.082124672,0.15745187
1072,24.39458699,0.46,168,50,100,95,286,33.37809859,1,6,0.898695462,1.188946241,0.113749453
1073,17.10637768,0.46,287,64,90,46,110,42.16385946,0,3,0.861107137,1.468397944,0.164536463
1074,27.13517005,0.46,162,41,93,58,101,25.25817706,0,0,0.935585176,1.843581265,0.282924186
1075,24.54163609,0.46,423,237,179,79,198,48.19177689,1,4,0.922405594,2.267463614,0.112651223
1076,18.69790569,0.46,596,217,297,67,130,59.88396851,0,3,0.85418653,2.717349922,0.128559419
1077,21.66231351,0.6,81,50,63,41,31,40.46600152,0,4,0.966878774,3.182230343,0.166846541
1078,16.54208058,0.6,250,63,141,72,93,40.50553441,0,3,0.913821668,3.656390203,0.190456048
1079,21.65240656,0.6,58,59,45,55,34,40.58729757,0,1,0.988216848,4.13663978,0.252025102
1080,26.96966197,0.6,135,121,64,65,32,20.20657929,0,2,0.931088972,4.621080829,0.274068931
1081,22.61998223,0.74,72,60,39,58,35,13.50091082,0,0,0.978245132,5.108521057,0.316830945
1082,27.59662711,0.74,152,64,67,45,28,9.193174387,0,0,0.899471399,5.598177091,0.347713366
1083,35.30978468,0.74,82,23,58,57,29,45.63332837,0,2,0.94015519,6.089514439,0.031500015
1084,30.70482517,0.74,94,10,50,44,21,24.76651011,0,0,0.862692867,6.582156597,0.441172488
1085,32.27882335,0.778,282,247,177,72,40,20.06205743,0,0,0.883179024,7.075831034,0.278016988
1086,20.05006595,0.778,7,34,10,18,1,35.63259964,0,3,0.788425173,7.570335804,0.223474929
1087,22.37426958,0.778,47,6,32,26,12,30.84439598,0,1,0.882791882,8.065518181,0.237160628
1088,18.80420364,0.778,236,75,138,48,44,28.2374457,0,1,0.871914277,8.56126059,0.176724653
1089,16.64445026,0.816,94,17,98,37,34,48.37031132,0,5,0.886910614,9.057471074,0.216785476
1090,6.291100284,0.816,229,167,92,28,41,30.1259181,0,2,0.848985365,9.554076701,0.241130994
1091,1.803063727,0.816,10,26,12,4,25,38.39333483,0,0,0.89488937,10.0510189,0.318274452
1092,1.09640994,0.816,1,2,8,14,1,49.9955533,0,6,0.710756519,10.54825011,0.119129795
1093,0.22196637,1.836,38,2,36,100,1,39.4188431,2,1,0.656579839,11.04573129,0.241950562
1094,2.26589673,1.836,34,1,21,53,1,59.41140233,1,0,0.693613923,11.54343012,0.266567948
1095,1.648566776,1.836,0,7,3,3,1,42.51862294,0,1,0.742662024,12.04131963,0.255450905
1096,1.962662159,1.836,1,1,3,3,2,12.77686398,0,0,0.93497753,12.53937709,0.405796524
1097,0.04620541,1.186,3,4,1,9,0,171.1648107,0,1,0.71448369,13.03758325,0.116273789
1098,0,1.186,0,0,0,0,0,2.814407342,0,0,0,13.53592171,0.601970406
1099,1.017504534,1.186,3,0,0,0,2,2.734038953,0,0,0.41816566,10.52351215,1.571667549
1100,2.743013732,1.186,0,4,0,4,1,24.50472147,0,0,0.599565175,10.0243158,1.176513554
1101,16.37312881,1.097,99,110,73,71,89,79.55518303,0,0,0.991109088,9.525203758,0.813004624
1102,26.60333598,1.097,60,57,66,61,22,54.60281402,0,0,0.966600876,9.026190004,0.320652687
1103,18.11551361,1.097,106,36,82,27,59,60.92517074,0,1,0.930184303,8.527291795,0.21132859
1104,6.466766791,1.097,73,28,29,30,36,64.40681359,0,0,0.948838757,8.02853067,0.697496523
1105,18.65891638,0.867,90,9,47,27,17,61.48411883,0,0,0.830847514,7.529933869,0.372536336
1106,20.77162991,0.867,184,24,101,63,91,62.43973981,0,1,0.896860449,7.031536349,0.220986605
1107,18.49202294,0.867,124,17,61,46,30,94.9510905,0,1,0.870947075,6.533383716,0.114347385
1108,17.06385094,0.867,112,10,54,31,99,144.7875128,0,5,0.859195978,6.035536608,0.088238795
1109,14.45725119,0.969,97,32,54,51,42,103.4683686,0,3,0.953771086,5.538077419,0.215466798
1110,22.43505557,0.969,34,20,18,47,15,54.86726905,0,5,0.94079034,5.041120992,0.05814542
1111,24.1903647,0.969,126,28,50,45,57,29.05422039,0,3,0.916548036,4.544832254,0.080807568
1112,31.8402866,0.969,313,56,54,54,50,111.4763615,1,6,0.769207896,4.049456701,0.012733944
1113,30.24912504,1.02,289,36,134,49,54,30.55063085,0,1,0.806281777,3.555376061,0.133810755
1114,26.53611181,1.02,262,43,178,95,311,42.11482805,0,6,0.891610183,3.063216984,0.15260937
1115,32.56240981,1.02,203,26,52,50,53,99.17985312,0,2,0.825637824,2.574081904,0.124355042
1116,34.64825752,1.02,689,59,218,102,203,56.11757851,0,4,0.7905003,2.090094976,0.14374948
1117,39.88917788,1.02,304,71,99,121,135,46.12460477,0,2,0.914874156,1.615888723,0.14911929
1118,34.46946948,1.02,252,77,70,37,33,28.05400825,0,0,0.808610016,1.163484304,0.336302062
1119,24.61503068,1.02,185,28,120,59,48,37.92608939,0,2,0.873006592,0.772201452,0.19909131
1120,15.98897364,1.02,63,18,23,19,23,90.54597837,0,3,0.912363591,0.582146408,0.174686878
1121,25.78147996,1.02,130,26,80,41,34,27.46493146,0,2,0.888790183,0.762557407,0.13715495
1122,15.87680152,1.02,135,36,100,47,50,20.16220419,0,2,0.921670409,1.150692469,0.260178579
1123,31.35322486,1.02,159,32,75,34,113,13.60432529,0,0,0.89201709,1.602090046,0.365537085
1124,29.11236652,1.02,609,45,351,52,243,14.51964915,0,4,0.787491224,2.075883396,0.228668736
1125,27.24826559,1.02,95,91,66,53,52,21.52979356,0,1,0.979582032,2.559666234,0.281621512
1126,30.63047272,1.02,80,30,57,45,37,56.7485741,1,3,0.962919484,3.048686699,0.237221336
1127,18.76338181,1.02,151,117,113,94,170,49.13637853,0,2,0.985979146,3.540775331,0.234071717
1128,25.00295994,1.02,108,93,35,47,21,87.99357673,0,1,0.902254776,4.034809699,0.228113305
1129,44.11150394,0.778,221,227,216,97,123,52.26758427,1,4,0.96735429,4.530153272,0.157934821
1130,28.06456164,0.778,113,235,73,63,49,41.58636846,0,5,0.891008609,5.026419006,0.131927469
1131,29.63923167,0.778,44,63,25,62,50,54.85561994,0,2,0.972317458,5.523358343,0.133368543
1132,42.5866907,0.778,405,119,201,67,72,66.12145804,1,6,0.852976553,6.020804493,0.012401835
1133,30.59390091,0.868,253,93,93,79,128,36.56931569,0,1,0.933809831,6.51864143,0.23485217
1134,25.08380595,0.868,726,74,188,54,19,59.02404388,0,5,0.606161384,7.016785978,0.038533246
1135,16.75801439,0.868,6,20,13,26,9,43.5342561,1,2,0.923654194,7.515176965,0.052381096
1136,20.1261181,0.868,111,180,69,51,33,38.54256891,0,6,0.89701007,8.013768413,0.091895416
1137,29.07478028,0.779,90,38,39,42,14,64.10892377,1,6,0.907707175,8.512525097,0.061502382
1138,18.7065673,0.779,62,23,45,27,8,34.90021226,0,1,0.894569286,9.011419582,0.247302978
1139,13.27511693,0.779,37,5,38,34,37,29.9117141,1,2,0.922660192,9.510430182,0.248006753
1140,1.900037044,0.779,1,0,3,2,1,63.50977781,0,0,0.793465998,10.00953953,0.286185893
1141,2.032575787,0.46,0,5,5,6,0,46.56206199,0,4,0.6802252,10.50873356,0.223422934
1142,0.577020838,0.46,2,1,2,10,1,40.47580569,0,4,0.720864244,11.00800074,0.214098685
1143,0.98113446,0.46,0,1,1,4,0,39.18230755,0,0,0.539047342,11.50733156,0.313137046
1144,0.71537061,0.46,2,0,5,7,2,53.8698071,0,2,0.773572487,12.00671808,0.122673078
1145,3.308882913,0.69,0,2,0,1,0,23.31366797,0,0,0.395488489,12.50615362,0.510457763
1146,0.392639933,0.69,0,4,0,7,3,135.0003302,1,1,0.642833889,13.00563254,0.167470132
1147,0,0.69,0,10,1,4,1,18.69306,0,0,0.613195104,13.50515002,0.543622444
1148,0,0.69,0,1,2,0,0,105.6476412,0,0,0.395488489,14.00470194,1.031021086
1149,2.06018011,0.69,1,0,2,6,3,63.64319942,0,0,0.744886959,10.0077374,1.181500495
1150,10.60952849,0.69,96,97,81,99,44,78.05257925,0,0,0.978194218,9.507755112,0.68814554
1151,9.691673254,0.69,28,3,25,30,2,76.32062293,1,1,0.801479455,9.007774788,0.220384199
1152,10.09612271,0.69,14,3,15,19,4,30.87962475,0,1,0.881735441,8.507796776,0.318703065
1153,9.184504302,0.69,107,7,46,73,21,63.55228706,0,1,0.830761092,8.007821511,0.269447745
1154,18.16385438,0.69,108,3,50,60,17,49.93723465,0,0,0.793658681,7.507849539,0.406855935
1155,20.92539945,0.69,85,13,60,44,63,86.49857236,0,1,0.924912619,7.007881567,0.152195219
1156,17.77199754,0.69,422,10,73,29,17,66.3674854,0,2,0.501497402,6.507918517,0.048015477
1157,17.58110415,0.69,216,31,66,37,36,52.33725885,0,4,0.79246221,6.007961616,0.054031676
1158,16.59865828,0.69,65,16,38,31,26,18.91737891,0,1,0.935236887,5.50801254,0.197445848
1159,18.03836437,0.69,26,19,12,35,7,45.87326991,0,2,0.918725802,5.008073631,0.103736051
1160,21.06950826,0.69,145,28,75,44,38,15.35912746,0,2,0.885361294,4.508148273,0.136756034
1161,26.14419084,0.46,146,59,81,68,47,57.06365593,0,3,0.947595296,4.008241536,0.136749036
1162,28.11737189,0.46,182,30,96,71,45,19.28902564,0,4,0.884807818,3.508361379,0.141726132
1163,28.33228941,0.46,21,40,16,54,38,24.19278949,0,0,0.946590542,3.008521053,0.363705906
1164,32.10065594,0.46,103,27,45,34,46,78.78563073,0,0,0.924312343,2.508744364,0.3893023
1165,32.04585558,0.46,309,49,144,74,103,38.08458336,0,2,0.872677341,2.009078805,0.231476436
1166,31.65235541,0.46,273,110,49,81,66,34.83821498,0,2,0.870929905,1.509634724,0.212115652
1167,20.60804915,0.46,12,13,13,25,9,18.92949434,0,0,0.959319398,1.0107405,0.307347304
1168,15.47696556,0.46,142,54,95,41,30,37.99423157,0,4,0.904079993,0.513999725,0.177936695
1169,9.739116781,0.46,72,34,49,36,56,93.53206003,0,6,0.975715024,0.082432247,0.130169183
1170,10.25625458,0.46,1,9,9,20,2,59.29863724,0,2,0.779024778,0.499394066,0.081617115
1171,6.63022257,0.46,1,3,1,8,4,38.1333411,0,4,0.829229225,0.995988851,0.050401764
1172,12.20270805,0.46,14,0,3,6,2,41.06158835,0,1,0.698191704,1.494855561,0.19067063
1173,14.77448882,0.74,60,25,39,20,10,45.85408425,0,3,0.902705777,1.994289976,0.002043377
1174,18.77009803,0.74,27,11,22,12,6,48.28743932,0,4,0.923132244,2.493951055,0.170566708
1175,27.29030269,0.74,11,10,16,19,5,81.29071445,0,7,0.947359123,2.993725309,0.136338954
1176,17.74919628,0.74,109,16,68,54,22,23.29933265,0,2,0.875237857,3.493564166,0.142697893
1177,26.20903194,1.02,280,26,97,56,105,60.41308259,0,3,0.82920287,3.993443369,0.16730081
1178,39.78638661,1.02,40,5,12,9,10,20.27682271,0,5,0.825015183,4.493349452,0.087187643
1179,25.55750799,1.02,28,17,40,28,9,22.82885798,0,4,0.937056038,4.993274342,0.049185574
1180,27.49649959,1.02,20,23,25,20,9,34.1553001,0,3,0.970783888,5.493212905,0.022878222
1181,40.53572716,0.918,63,10,45,43,16,58.93438015,0,4,0.894239024,5.993161718,0.059700855
1182,41.98775546,0.918,288,21,150,66,37,35.42600597,0,5,0.775806295,6.493118413,0.040503777
1183,19.76963319,0.918,84,10,80,27,15,47.19200224,0,7,0.82175916,6.993081301,0.061244714
1184,15.76271654,0.918,17,24,16,21,2,15.79139615,0,4,0.904364856,7.493049142,0.145116944
1185,19.88362444,1.224,47,11,68,50,10,20.1431539,0,4,0.865531492,7.993021006,0.07005113
1186,25.93016968,1.224,244,19,91,54,14,21.54956325,0,3,0.722778462,8.492996183,0.070683287
1187,9.397154945,1.224,50,21,61,24,7,32.91168548,0,1,0.877062643,8.99297412,0.260413342
1188,7.703493021,1.224,0,2,0,0,1,66.82202811,0,0,0.395488489,9.492954381,0.380723289
1189,6.243260858,1.224,31,10,19,35,20,69.85035016,0,1,0.95032677,9.992936617,0.282248104
1190,4.303999726,1.224,27,7,22,10,19,24.22037665,0,3,0.935973572,10.49292055,0.234010574
1191,1.738326384,1.224,55,6,30,25,269,30.49601943,0,6,0.602549032,10.99290594,0.145904416
1192,0.684686258,1.224,13,0,6,8,9,31.89455182,1,2,0.837097457,11.4928926,0.223567668
1193,0.707604804,0.727,52,5,23,11,28,49.53576946,0,2,0.853207167,11.99288037,0.195798851
1194,0.763546985,0.727,4,1,11,12,32,28.04479927,0,0,0.756125467,12.49286913,0.451606562
1195,1.760635024,0.727,12,2,7,11,2,115.1186024,0,0,0.86450661,12.99285875,0.666784611
1196,0.088070549,0.727,0,2,2,4,0,12.98804826,0,0,0.646014837,13.49284913,0.843848822
1197,0,0.549,0,0,0,0,0,120.5649881,0,0,0,13.99284021,1.216371634
1198,0,0.549,0,0,0,0,0,56.5588759,0,0,0,14.4928319,1.6574194
1199,3.217861118,0.549,3,4,3,4,13,47.46569772,0,0,0.873579086,10.01612243,1.159656594
1200,11.77460502,0.549,34,2,47,17,8,32.95780326,0,0,0.79755544,9.516580684,0.672550727
1201,7.044793885,0.549,22,1,13,33,12,80.66022364,0,1,0.839181687,9.017089734,0.244633491
1202,2.75286249,0.549,4,1,8,6,6,59.76874841,0,1,0.914358284,8.517658518,0.346936046
1203,4.316894715,0.549,69,3,18,29,17,157.1101039,1,1,0.798730541,8.018298197,0.250944668
1204,8.523199755,0.549,222,9,100,44,17,136.7322902,0,0,0.707528121,7.519022898,0.306968478
1205,9.136895914,1.288,175,9,33,40,43,154.2724167,0,4,0.751505935,7.01985076,0.234010214
1206,15.85023536,1.288,36,8,23,24,19,156.1332262,0,3,0.943732226,6.520805476,0.184448369
1207,19.92762626,1.288,284,23,53,57,52,125.0903027,2,5,0.744361346,6.021918582,0.099806531
1208,12.78115612,1.288,121,32,35,32,96,49.14018198,0,2,0.892878312,5.523233,0.203396108
1209,16.71972699,1.479,308,128,100,58,49,81.41221449,1,1,0.85525695,5.024808666,0.135192963
1210,21.41302783,1.479,212,76,88,61,12,59.58119149,0,8,0.834074242,4.526731877,0.053049152
1211,21.85133798,1.479,213,68,135,59,54,109.6987366,1,6,0.904728479,4.029131525,0.105309644
1212,21.57189841,1.479,581,77,182,71,65,45.70087727,0,8,0.741496792,3.532208969,0.115845265
1213,25.98643442,1.53,100,34,67,52,33,54.09025302,1,5,0.944247812,3.036297015,0.053308537
1214,27.36201949,1.53,180,35,88,55,63,106.6159953,0,3,0.899315986,2.541987199,0.026940459
1215,35.77720936,1.53,307,72,185,88,141,64.89527232,1,5,0.916973606,2.050438557,0.024609667
1216,35.28969814,1.53,233,48,95,66,106,58.91438123,0,6,0.903054983,1.564256256,0.164944086
1217,24.27173435,1.53,566,96,259,128,173,37.76610734,0,4,0.868778204,1.090640634,0.117590297
1218,15.74357174,1.53,338,72,166,63,177,63.23216818,1,7,0.890052149,0.657340362,0.116496218
1219,6.321424972,1.53,137,20,100,93,58,103.481856,1,9,0.915388559,0.417966159,0.096517492
1220,6.055894213,1.53,10,2,36,28,1,47.7863341,0,12,0.708099631,0.645983798,0.036257819
1221,2.585893474,1.02,0,0,6,4,1,27.79211942,0,0,0.56943165,1.076983949,0.53560427
1222,2.959317548,1.02,0,0,1,1,0,17.64368079,0,0,0.430676558,1.549997995,0.571567232
1223,4.289876111,1.02,0,0,6,1,0,29.72436486,0,0,0.254819596,2.035950182,0.501595937
1224,6.931659132,1.02,1,0,3,0,0,39.58322272,0,0,0.34939847,2.527388474,0.538369278
1225,12.61816533,0.918,8,4,7,22,1,51.1625236,0,0,0.786685611,3.021637281,0.352336095
1226,16.51839378,0.918,158,25,49,38,9,36.37177474,0,1,0.761733661,3.517512078,0.234973921
1227,30.99706477,0.918,198,48,133,67,67,50.92792711,0,3,0.913861048,4.014410364,0.070216201
1228,18.80455222,0.918,19,12,24,33,9,42.48746434,1,3,0.93873256,4.511994008,0.141440705
1229,22.25472088,1.148,127,13,60,44,22,34.31756293,0,5,0.832696179,5.010058811,0.057598511
1230,24.0381756,1.148,74,16,54,55,13,49.42226784,0,4,0.889743562,5.508474258,0.081962654
1231,29.88418407,1.148,57,8,61,33,5,83.12572511,0,9,0.814908783,6.00715307,0.043889115
1232,35.97119319,1.148,117,22,64,46,24,52.66180516,0,4,0.882271032,6.506034688,0.167518691
1233,16.19720825,1.008,134,19,81,58,19,49.75550364,1,7,0.84993086,7.005075783,0.130935143
1234,11.37079391,1.008,123,15,110,66,9,31.81693736,0,2,0.808537951,7.504244538,0.161193184
1235,13.80245003,1.008,32,7,44,41,7,28.0965925,0,4,0.862013336,8.003517067,0.168427392
1236,16.57755801,1.008,73,13,71,37,3,64.8970164,0,2,0.803298335,8.50287509,0.104389832
1237,4.841651435,0.549,111,16,60,11,21,29.50891143,0,2,0.786215505,9.00230438,0.152549887
1238,3.584702549,0.549,29,3,7,3,1,49.38060558,0,4,0.633862508,9.5017937,0.113806251
1239,4.83947407,0.549,4,4,3,5,5,96.04548368,0,0,0.989827982,10.00133405,0.386360018
1240,4.844290917,0.549,32,9,14,14,19,88.26623503,0,3,0.942516545,10.50091816,0.200679964
1241,2.369427684,0.46,43,5,34,13,18,54.707579,0,4,0.875085581,11.00054006,0.06759642
1242,1.752104939,0.46,3,1,2,1,2,22.01298518,0,0,0.946265187,11.50019482,0.552417274
1243,1.664674523,0.46,0,0,1,0,2,59.90265705,0,1,0.395488489,11.99987835,0.140170151
1244,2.253606146,0.46,4,2,4,4,44,18.67129885,0,0,0.546126883,12.49958718,0.387003552
