grid_id,碳排放_carbon_emission_kg (kgCO2/KM/d),人口密度 (千人/km²),休闲POI数量 (个),办公POI数量 (个),公共服务POI数量 (个),交通设施POI数量 (个),居住POI数量 (个),道路密度 (KM/KM²),地铁站点数量 (个),公交站点数量 (个),标准化土地混合熵,到市中心距离 (km),到最近公交距离 (km)
728,8.289281531,1.53,42,13,40,33,11,61.47907066,1,4,0.921938722,4.610107375,0.064799398
729,6.601497695,1.53,24,11,39,20,6,21.21100043,0,4,0.896727802,4.582105342,0.175563762
730,6.955544632,1.53,61,16,45,13,10,8.028830885,0,2,0.852007298,4.608501787,0.221345783
731,9.682866505,1.53,2,2,3,0,4,6.532342718,0,0,0.833901804,4.68837798,0.260663043
732,13.99354567,1.53,91,10,63,27,16,36.81788582,0,1,0.828423231,4.819075372,0.114181955
733,5.922499972,1.02,144,14,110,26,17,27.42003107,0,2,0.764277333,4.996607529,0.073095334
734,0.751257892,1.02,9,5,12,14,2,71.58170655,0,0,0.902532433,5.216194605,0.285480692
735,0.177550469,1.02,40,12,19,28,5,27.05492373,0,0,0.886294489,5.472776765,0.599823623
736,0.202536123,1.02,18,1,5,4,1,19.3976213,0,0,0.686307723,5.761413444,1.058835396
737,0.686876572,1.02,3,0,0,1,1,6.971071055,0,0,0.590436283,6.077539324,1.399093395
738,0.458536415,1.02,42,6,19,2,1,9.860769698,0,0,0.642028505,6.417093079,1.52395704
739,0.489323647,1.02,10,7,11,5,1,14.90310113,0,0,0.89225521,6.776553914,1.492163396
740,0.115352119,1.02,20,20,7,6,4,13.19531454,0,0,0.879761498,7.152921243,1.494105233
741,0.001531726,1.02,11,9,7,16,1,77.24246332,0,0,0.880737809,7.543665002,1.471016689
742,0.183829669,1.02,3,1,0,0,0,17.7171395,0,0,0.34939847,7.946664773,1.410278042
743,0.021705987,1.02,4,9,2,2,0,26.46272767,0,0,0.733607946,8.360148347,1.434982299
744,0.280703161,1.02,108,13,38,6,9,30.30690546,0,0,0.678138002,8.782635125,1.330093981
745,0.098275777,0.969,9,7,1,5,0,8.963459108,0,0,0.750102425,9.212886578,1.329594583
746,0,0.969,36,15,16,7,4,16.74522051,0,0,0.84969851,9.649864168,1.439883994
747,0.57937262,0.969,29,8,10,1,9,83.57644984,0,0,0.799733697,10.09269428,1.4639377
748,0.552784816,0.969,103,6,82,12,28,86.91228711,0,0,0.765504178,10.54063932,1.506716703
749,0.311896226,0.689,6,2,21,9,1,45.27073379,0,0,0.749299034,10.99307403,1.067947369
750,0.519257417,0.689,0,0,0,4,1,68.4538524,0,0,0.310917507,11.44946618,0.580940426
751,0.452323592,0.689,3,7,8,5,1,101.5550282,0,1,0.897657133,11.90936082,0.162848321
752,0.691683059,0.689,22,6,3,5,7,158.7729434,0,1,0.838277881,12.37236738,0.213587602
753,0.25238589,0.779,1,5,1,4,1,40.80902069,0,0,0.840174939,12.83814916,0.285224838
754,0.090868095,0.779,5,1,2,3,0,47.5072283,0,1,0.770880493,13.30641474,0.214852755
755,0.235618081,0.779,1,1,3,2,0,39.46742927,0,0,0.793465998,11.73994907,0.803283339
756,1.368469669,0.779,46,4,17,12,4,36.69955316,0,0,0.76036727,11.27248879,0.871625273
757,10.85715501,0.69,29,20,39,16,8,53.23750342,0,0,0.926620049,10.80794166,0.902070254
758,11.14021229,0.69,15,12,20,12,14,79.59345901,0,0,0.988038119,10.34670006,0.978453556
759,13.90411766,0.69,195,47,94,55,12,45.36325998,0,0,0.818817176,9.88922654,0.576961801
760,15.57656345,0.69,148,21,52,44,16,80.442988,1,1,0.80602141,9.436069145,0.130921622
761,20.61204096,0.69,54,22,60,41,15,28.8176308,0,0,0.930362199,8.987880744,0.317392784
762,21.58270023,0.69,29,9,34,29,15,41.38040319,0,1,0.941757746,8.545443208,0.211959199
763,22.27988322,0.69,42,6,19,14,19,40.49908479,0,0,0.894404518,8.109697836,0.66361671
764,36.67760947,0.69,47,9,29,23,4,50.39791233,0,0,0.845607952,7.681783539,0.283651701
765,33.54823708,1.035,40,42,25,38,19,38.55030957,0,4,0.974420944,7.263084586,0.200042238
766,29.77142329,1.035,196,162,167,94,91,45.81581553,1,9,0.971710218,6.855289714,0.064749932
767,22.77338883,1.035,115,9,41,29,8,30.16919241,0,1,0.739094185,6.460464102,0.289187381
768,16.51679983,1.035,23,10,11,20,6,46.19584471,0,2,0.933869946,6.081134415,0.244568289
769,30.54434616,0.46,60,12,49,27,12,40.69802405,0,2,0.881684319,5.720384177,0.141077146
770,29.69324166,0.46,26,12,17,42,3,102.341049,0,2,0.854615391,5.381950807,0.249553055
771,29.71192336,0.46,87,3,32,12,26,18.6424193,0,0,0.756339477,5.070305104,0.371454426
772,28.73138177,0.46,141,26,79,52,37,31.37432317,0,2,0.892112805,4.79067774,0.110536025
773,29.33939251,0.46,207,32,98,68,51,19.12213501,0,0,0.87246317,4.54897709,0.350210291
774,28.09849817,0.46,156,30,89,34,61,33.5538735,0,1,0.886719601,4.351527539,0.277516668
775,29.8075391,0.46,123,13,75,41,25,13.01729243,0,0,0.84355722,4.204567907,0.402047518
776,12.69085793,0.46,91,34,145,62,25,22.10025833,0,3,0.88759798,4.113513175,0.070516082
777,4.987205757,0.46,30,12,87,16,9,13.76478818,0,0,0.771284246,4.082106074,0.320902493
778,7.023627337,0.46,133,25,57,25,11,13.5341387,0,2,0.788916373,4.111713677,0.230256911
779,7.718499782,0.46,66,7,42,35,8,4.470095612,1,0,0.832496763,4.201046145,0.284536783
780,8.451186887,0.46,204,12,112,46,25,39.04695032,0,8,0.762761002,4.346422445,0.129587954
781,5.87035101,0.46,218,26,84,35,14,29.87896167,0,4,0.732340304,4.542464907,0.047657194
782,3.539503633,0.46,6,6,6,9,2,72.1783922,0,4,0.947827011,4.7829475,0.18679148
783,1.838740399,0.46,21,10,8,6,6,29.61214278,0,0,0.918913423,5.061539899,0.544274815
784,0.825079756,0.46,53,5,29,3,7,21.39362591,0,0,0.709125826,5.372316587,0.83229248
785,0.779409849,0.46,5,5,5,3,0,11.48388555,0,0,0.848787915,5.710024944,0.936862753
786,0.41011301,0.46,54,14,27,9,5,25.92528036,0,0,0.810558053,6.07017168,1.026721741
787,0.448360776,0.46,13,9,8,9,0,15.75994892,0,0,0.849938202,6.448998649,1.002250612
788,0.49021339,0.46,5,11,6,13,1,16.51207193,0,0,0.871383339,6.843404338,1.005139361
789,0.23212155,0.46,5,5,14,7,1,69.14969603,0,0,0.859014888,7.250847005,0.97190228
790,0.451067988,0.46,4,1,0,1,0,21.63802726,0,0,0.539047342,7.669249093,0.912769184
791,0.272579908,0.46,40,10,18,7,6,20.613446,0,0,0.835892879,8.09691182,0.942686288
792,1.483615074,0.46,89,10,31,16,10,25.22634363,0,0,0.762418493,8.532442814,0.84440318
793,0.224375473,0.638,10,13,4,5,0,3.522718022,0,0,0.794939591,8.974696637,0.843616316
794,0.251515377,0.638,12,7,1,1,0,12.53423774,0,0,0.606385035,9.422726733,0.940832214
795,1.367125706,0.638,16,1,4,2,3,26.24469666,0,0,0.719835204,9.875746982,0.96661543
796,1.34453457,0.638,37,2,29,7,6,84.33117357,0,0,0.75892317,10.33310107,1.030255805
797,0.315310287,0.727,27,2,53,3,5,49.68180801,0,0,0.640944836,10.79423815,1.227548046
798,0.341373421,0.727,0,2,1,2,0,79.09577192,0,0,0.655458754,11.25869338,0.733431639
799,0.703381719,0.727,11,3,3,2,2,121.0988319,0,1,0.83418241,11.72607248,0.26262089
800,0.957788618,0.727,0,4,4,8,0,228.8886633,0,2,0.646014837,12.19603933,0.242362685
801,0.707616996,0.829,1,1,1,0,2,163.8831891,0,1,0.827729377,12.66830591,0.205155709
802,0.104806837,0.829,2,1,4,5,1,42.06554107,0,2,0.877787596,13.14262432,0.0565044
803,0.570519644,0.829,0,0,0,0,0,41.39301694,0,0,0,11.5755909,0.379630216
804,3.27448296,0.829,2,9,4,5,4,30.71429004,0,0,0.931340471,11.10121183,0.415669857
805,9.748598895,0.969,35,8,27,20,11,28.34336597,0,0,0.921392762,10.62918169,0.409820243
806,14.74661318,0.969,5,3,9,13,1,72.67859733,0,0,0.841632524,10.15982789,0.558205383
807,26.35889483,0.969,44,9,32,36,12,27.55603748,0,0,0.908213956,9.693539198,0.523698783
808,19.92364837,0.969,39,7,38,16,6,39.44578783,0,1,0.846914793,9.230780116,0.025971081
809,16.23121333,0.918,18,0,17,10,5,17.24818379,0,0,0.79949392,8.772109262,0.344186651
810,15.9440415,0.918,4,7,6,11,3,35.68664992,0,1,0.939294332,8.318202947,0.322981151
811,16.81344933,0.918,70,21,61,44,23,31.74366521,0,0,0.934819841,7.869885617,0.615472626
812,18.97411288,0.918,13,4,24,37,10,32.36840722,0,0,0.862900178,7.428169289,0.545749218
813,37.09004699,1.377,93,38,74,65,27,30.73652068,0,2,0.94655217,6.994304707,0.17666935
814,32.47328946,1.377,115,49,91,69,37,27.66903534,0,6,0.95226554,6.569847616,0.190248718
815,24.45351966,1.377,42,7,19,24,23,20.23495723,0,5,0.922437627,6.15674403,0.173888975
816,20.0822167,1.377,179,17,79,58,28,80.68706816,0,2,0.817863442,5.757438355,0.235932617
817,19.70581577,2.091,166,24,68,56,30,19.77038152,0,2,0.8488001,5.375006583,0.252567735
818,21.66703008,2.091,68,19,71,43,24,116.1434605,1,2,0.925365324,5.013311792,0.206215579
819,22.61813455,2.091,111,17,49,50,32,21.13605959,0,1,0.890241245,4.677167357,0.241268297
820,23.04107207,2.091,307,58,68,72,59,39.11688788,0,2,0.819524751,4.372469993,0.138172688
821,28.33250581,1.479,130,21,86,48,46,14.35647107,0,0,0.898735101,4.106226151,0.290616785
822,18.16791763,1.479,181,34,143,89,80,36.27244075,1,3,0.922279063,3.886346943,0.175594607
823,17.95224319,1.479,210,39,133,61,62,16.56227942,0,1,0.88656307,3.721060591,0.320423199
824,10.5958989,1.479,311,160,130,92,72,23.76544342,1,5,0.914294452,3.617857277,0.068102816
825,5.275612777,1.53,38,19,128,33,8,13.33177979,0,0,0.763714493,3.58210701,0.351743012
826,10.62105679,1.53,178,14,66,23,10,13.68209726,0,4,0.683198041,3.615811111,0.289133668
827,14.41425209,1.53,281,9,147,23,161,3.612297345,0,0,0.766300938,3.717080757,0.305642066
828,14.33657905,1.53,146,19,111,58,23,45.37743602,0,4,0.843102518,3.880629937,0.217702598
829,6.893881983,1.02,91,19,46,28,20,38.17307827,0,2,0.880620583,4.09901062,0.076872353
830,2.55986654,1.02,9,7,9,18,11,107.459345,0,1,0.964567089,4.363999018,0.265989588
831,1.172859297,1.02,2,3,1,3,1,38.44602712,0,0,0.93497753,4.667663954,0.401444057
832,1.547841778,1.02,4,5,5,10,2,33.21370613,0,0,0.92384877,5.002967733,0.336095616
833,0.936678037,1.02,0,0,0,0,0,22.35523727,0,0,0,5.363980378,0.545858322
834,0.8683265,1.02,10,1,5,2,1,26.05059972,0,0,0.768002869,5.745858061,0.53466813
835,0.450829056,1.02,18,4,5,2,1,35.54059795,0,0,0.725523865,6.14471189,0.531470581
836,0.887962698,1.02,98,11,48,6,18,19.15157694,0,0,0.743643188,6.557444897,0.536898338
837,0.573977079,1.02,187,11,32,25,12,66.06979673,0,0,0.619023913,6.981596016,0.474655647
838,1.231940182,1.02,222,18,25,5,0,6.663962027,0,0,0.39497059,7.415206153,0.421201863
839,2.491409636,1.02,314,45,112,17,53,16.61849937,0,0,0.736263118,7.85670934,0.461289881
840,3.59353733,1.02,113,17,40,20,5,40.48109319,0,0,0.733998732,8.304846838,0.396085171
841,0.511772245,0.867,86,32,17,5,2,6.797130227,0,0,0.665755635,8.758600366,0.394404895
842,0.800181005,0.867,49,11,25,6,5,17.80837821,0,0,0.788524139,9.217140539,0.443919579
843,1.092827033,0.867,11,13,13,5,2,7.818781274,0,0,0.903835152,9.67978714,0.474949668
844,1.700845577,0.867,2,10,7,6,0,72.91526255,0,0,0.787550044,10.14597844,0.593850841
845,1.545729648,0.638,0,1,0,2,0,12.37783275,0,0,0.395488489,10.61524742,0.989818395
846,0.835737482,0.638,8,1,3,3,10,63.34487325,0,0,0.850454394,11.08720331,0.857475035
847,1.303148953,0.638,47,2,7,11,37,46.33063937,0,0,0.75917116,11.56151705,0.362293392
848,0.914199691,0.638,44,0,13,5,1,75.94022,0,2,0.523909742,12.03790995,0.137790947
849,0.808160855,0.46,0,0,2,2,3,166.5069937,0,2,0.670415553,12.51614458,0.140696005
850,0.222662935,0.46,39,2,19,12,1,50.2327119,0,1,0.707939834,12.99601764,0.202016699
851,0.084417872,0.46,0,0,0,1,0,28.06876181,0,0,0,13.47735412,0.391150358
852,3.857769382,0.46,39,7,17,18,4,71.92424126,0,2,0.843470109,10.95010524,0.187352149
853,8.209772022,0.46,47,7,31,22,12,64.14690373,0,1,0.88690064,10.47126564,0.148911115
854,9.935900751,0.46,87,8,79,29,3,111.743909,0,0,0.742703834,9.99449866,0.40720405
855,12.81116334,0.46,97,16,72,34,32,44.00928137,0,0,0.891307528,9.520115694,0.486179672
856,12.36367463,0.46,84,5,48,53,17,75.03115357,1,2,0.838139533,9.048491708,0.078455056
857,9.533609913,0.69,52,15,43,16,13,36.17062061,0,1,0.895656919,8.580081674,0.238556037
858,11.71744901,0.69,57,20,25,19,9,29.72083633,0,1,0.89003674,8.115442126,0.256714725
859,15.67195005,0.69,269,10,20,47,15,46.17813229,0,0,0.544553419,7.655259647,0.324923164
860,17.87680222,0.69,162,11,53,24,9,26.53481201,0,2,0.676936564,7.200388852,0.170090264
861,23.15161569,0.69,313,12,108,65,34,27.07925603,0,0,0.716978767,6.751903359,0.331054065
862,24.3921046,0.69,191,12,113,29,88,30.47504919,0,1,0.817599702,6.311164578,0.254531485
863,26.93907846,0.69,124,64,85,90,46,44.95250468,0,3,0.967703086,5.879914769,0.153197808
864,27.21079904,0.69,307,28,109,58,36,32.94821857,0,0,0.757098494,5.460402645,0.338239906
865,26.1487131,0.46,58,21,44,51,35,59.47032827,0,1,0.968100949,5.055551049,0.28887358
866,21.61968816,0.46,152,16,74,54,32,84.00717087,0,1,0.847341161,4.669175062,0.269291579
867,20.05647045,0.46,103,18,26,51,7,43.68338829,0,1,0.797000808,4.306250703,0.229805789
868,17.81482655,0.46,63,8,15,41,15,119.4898421,0,5,0.842637204,3.973209594,0.188831339
869,31.467832,0.69,127,38,96,63,40,102.157169,0,4,0.932640604,3.678178059,0.183625387
870,23.75128654,0.69,69,6,63,43,25,127.011377,0,4,0.878970551,3.430975546,0.140672662
871,25.03816769,0.69,43,15,36,36,17,85.56511454,0,2,0.951290168,3.242559568,0.288344995
872,16.79788757,0.69,61,11,42,48,21,124.1600848,0,2,0.914893855,3.123586386,0.101009223
873,8.988995539,0.69,29,28,106,34,16,112.6430411,0,4,0.853007408,3.082108251,0.212942563
874,13.90127717,0.69,130,19,43,41,32,58.31172378,0,3,0.855831372,3.12121621,0.120413254
875,12.83077595,0.69,272,22,77,40,20,31.12054321,0,2,0.691640424,3.237991659,0.232159779
876,10.83540039,0.69,90,16,47,33,11,55.87101326,0,3,0.847564908,3.424498408,0.119839512
877,8.950587474,0.69,119,53,55,81,27,59.8881447,1,6,0.933395785,3.670121074,0.028167375
878,4.021702143,0.69,45,16,46,28,16,95.28774432,0,6,0.938863313,3.963885475,0.068208265
879,2.360106541,0.69,38,18,28,19,14,90.28787248,1,3,0.959758098,4.29592684,0.206985893
880,2.08531288,0.69,19,27,17,32,11,90.76894775,0,4,0.961003411,4.65806685,0.124705675
881,1.134388658,0.46,6,5,11,15,2,113.1428147,0,4,0.887350126,5.043826537,0.130504128
882,1.232659414,0.46,1,0,1,3,2,79.29760385,0,2,0.793465998,5.448191029,0.078859203
883,2.110842327,0.46,12,20,13,15,2,83.19006705,0,4,0.909929153,5.867314961,0.125682166
884,4.507437894,0.46,26,8,23,14,4,86.20787274,0,3,0.893539443,6.298252473,0.21504838
885,2.183287206,0.46,3,9,6,18,4,93.30603017,0,5,0.872383671,6.738737535,0.077472094
886,3.851431042,0.46,14,37,16,18,8,94.14191415,0,3,0.921695885,7.187014883,0.087222938
887,6.644209627,0.46,41,18,22,16,12,80.89109143,0,3,0.939928922,7.641713308,0.074513382
888,4.260932464,0.46,21,42,16,19,17,121.6674686,0,2,0.952423858,8.101751764,0.158451077
889,3.051047205,0.549,98,16,41,36,24,122.2060917,0,6,0.876985405,8.566269958,0.070371649
890,3.579713211,0.549,116,11,44,12,25,129.8938988,0,1,0.763583268,9.034576933,0.094678036
891,2.5308884,0.549,151,1,46,8,12,107.8763188,0,2,0.551901474,9.506112755,0.10472965
892,0.703802778,0.549,10,7,11,5,2,119.1149821,0,0,0.922764541,9.980419784,0.379329171
893,0.924677581,0.638,0,4,8,0,0,75.57294183,0,0,0.395488489,10.45712094,0.878050257
894,2.228295089,0.638,0,2,4,2,0,106.833464,0,0,0.646014837,10.93590315,0.785503148
895,1.812117339,0.638,31,7,22,10,32,61.41330122,0,0,0.912143555,11.41650459,0.286303484
896,1.214499676,0.638,46,11,33,14,6,138.7391777,0,4,0.855614237,11.89870482,0.041474614
897,0.936445994,0.778,11,6,15,6,1,223.8615236,0,3,0.866366962,12.38231706,0.125401191
898,0.680633592,0.778,42,4,21,10,2,68.57144817,0,1,0.741763507,12.8671821,0.316369719
899,0.103070012,0.778,2,0,0,0,0,69.30436109,0,0,0,13.35316347,0.343574323
900,0,0.778,0,1,1,0,0,118.6674571,0,0,0.430676558,13.84014357,0.729298801
901,0,0.867,0,0,0,0,0,24.17257428,0,0,0,14.32802056,1.127853522
902,6.552655024,0.867,77,7,42,29,5,46.21663985,0,2,0.78153267,10.82001411,0.296416681
903,13.30414871,0.867,40,5,23,19,4,40.81870458,0,1,0.82808217,10.33514899,0.144568289
904,18.40438243,0.867,119,13,67,42,22,36.23589077,0,0,0.842740456,9.851796998,0.359072536
905,20.91854401,0.816,72,7,26,11,12,8.081543458,0,0,0.769932545,9.370192285,0.4753861
906,19.87909476,0.816,14,9,20,21,12,32.91129528,0,2,0.970798339,8.890618809,0.102338924
907,18.21056444,0.816,120,11,75,47,21,43.52940562,0,1,0.835440892,8.413423927,0.240970479
908,16.49573879,0.816,77,16,27,39,15,25.11648113,0,0,0.879702899,7.939036562,0.313388933
909,21.64473431,1.224,113,16,44,40,15,40.75386296,0,2,0.830229607,7.467991757,0.278514087
910,22.61475732,1.224,234,22,112,65,119,52.3215687,0,0,0.868977096,7.000964237,0.299312871
911,30.86544325,1.224,625,60,241,74,84,38.18654735,1,4,0.74150876,6.538814847,0.156723602
912,33.05055816,1.224,216,65,127,53,89,14.95375885,0,4,0.918371303,6.082655585,0.166727172
913,28.16276251,1.224,81,151,68,104,46,53.63845037,0,5,0.952079934,5.633941633,0.07096139
914,28.04636351,1.224,122,38,55,46,29,35.67073529,0,2,0.912235847,5.194602745,0.146934021
915,23.63876252,1.224,120,12,81,85,287,95.1950273,1,4,0.812756977,4.767231591,0.013587125
916,17.20781207,1.224,282,28,131,47,56,43.86796778,0,5,0.796406776,4.355352614,0.169312516
917,13.29063252,0.867,91,19,52,30,31,35.96955867,0,4,0.906682449,3.963798148,0.181832004
918,15.41396135,0.867,180,21,75,57,27,132.2512497,0,4,0.823401893,3.599207567,0.169770307
919,23.97065947,0.867,275,44,134,77,89,35.85596611,0,7,0.880919014,3.270610718,0.186278547
920,16.50930701,0.867,336,24,89,61,193,51.97136026,1,0,0.805739811,2.989898632,0.338198817
921,17.64408947,0.969,200,12,46,25,31,19.59712319,0,0,0.698079775,2.771658923,0.409686179
922,18.85090569,0.969,129,43,83,70,46,38.95076788,0,5,0.94789186,2.631481055,0.175660492
923,10.60490177,0.969,50,16,52,34,21,91.17204788,0,6,0.941918525,2.582109971,0.145448923
924,15.39272213,0.969,102,20,47,22,26,26.4470311,0,4,0.865016976,2.628667202,0.182448949
925,19.71366695,1.02,152,39,100,42,24,19.82781093,0,0,0.866858821,2.766313543,0.277317745
926,18.04909797,1.02,52,15,43,48,16,32.28316319,0,3,0.927287122,2.982463743,0.238562201
927,12.66042465,1.02,135,21,106,48,46,18.20181476,0,3,0.88848902,3.261547077,0.156531761
928,10.09772992,1.02,76,20,40,35,22,37.41386067,0,3,0.922838622,3.588911909,0.080118499
929,13.33831813,1.53,114,27,67,34,49,34.82443518,0,2,0.91751098,3.952579924,0.187575541
930,6.429222913,1.53,99,22,52,32,13,36.70108082,0,0,0.858432813,4.343441885,0.369279103
931,4.553757952,1.53,138,32,35,41,14,73.51443166,0,1,0.815555219,4.754796186,0.217305746
932,4.970810065,1.53,53,18,36,42,6,55.17031645,0,3,0.892074086,5.181764769,0.214717021
933,5.888271138,1.53,4,8,3,11,1,61.65413328,1,4,0.854547266,5.620790468,0.222332202
934,13.51994164,1.53,13,22,25,17,7,31.5983757,0,1,0.95111172,6.069257355,0.280880824
935,12.2724887,1.53,174,58,116,60,49,62.05296676,0,2,0.921836251,6.525219092,0.237803755
936,10.09188677,1.53,25,42,31,35,17,18.06638072,0,4,0.973780392,6.987208567,0.258002552
937,12.18928406,0.816,38,11,40,31,10,12.54579226,0,4,0.913552215,7.454105105,0.11071354
938,8.551619809,0.816,61,7,31,32,11,35.35657045,0,5,0.855905347,7.925041468,0.148849257
939,11.08297039,0.816,52,9,51,26,5,41.97673764,0,2,0.830617402,8.399338166,0.258814616
940,8.635766917,0.816,75,21,48,20,8,63.98965477,0,2,0.849836795,8.876456556,0.241591993
941,2.719389888,0.638,0,10,0,0,1,39.03606017,0,0,0.18928105,9.355964961,0.449078736
942,1.0947296,0.638,0,1,0,0,2,35.4127811,0,0,0.395488489,9.837513899,0.491622813
943,1.164276778,0.638,1,2,3,6,1,58.38968581,0,0,0.856087394,10.32081775,0.544753956
944,1.772926715,0.638,0,0,2,0,0,46.72884632,0,0,0,10.80564105,0.511544206
945,3.081201906,0.46,0,0,0,0,0,17.23782363,0,0,0,11.29178807,0.532665231
946,2.22618447,0.46,159,27,3,0,2,27.70852276,0,0,0.336883019,11.77909492,0.350676586
947,1.664545398,0.46,109,44,18,3,0,192.9252099,0,0,0.587382303,12.26742338,0.356553799
948,1.393267657,0.46,3,3,1,5,1,182.48692,0,1,0.894028244,12.75665614,0.168511613
949,0.242214606,0.69,0,4,2,6,1,20.06088332,1,2,0.748580172,13.24669299,0.041191603
950,0,0.69,0,1,0,6,0,105.9038971,0,0,0.254819596,13.73744789,0.491806439
951,0,0.69,0,0,0,0,0,10.88856723,0,0,0,14.22884654,0.99098456
952,8.690597984,0.69,88,13,51,37,14,115.7822514,0,0,0.85749412,10.71170416,0.339395951
953,11.13700924,0.69,414,163,86,29,46,130.1210929,0,2,0.750887306,10.22170267,0.112627252
954,13.20179061,0.69,285,39,178,55,63,104.3342097,0,0,0.830593997,9.73271826,0.387390565
955,9.473796585,0.69,343,47,180,79,48,74.08801483,0,0,0.814844386,9.244912336,0.403014034
956,14.68531504,0.69,87,24,105,66,32,96.09641131,0,2,0.918973168,8.758481801,0.101053816
957,15.81266879,0.46,147,16,115,54,20,118.121318,0,3,0.820896746,8.273669247,0.198700919
958,16.44450808,0.46,107,57,65,69,21,76.79734725,0,0,0.937311722,7.790776737,0.301299586
959,23.44312799,0.46,109,21,71,49,26,81.89839939,0,0,0.895710077,7.31018478,0.687210609
960,31.51920599,0.46,75,42,88,43,68,136.3115899,0,0,0.973995674,6.83237886,0.469466153
961,44.68958863,0.46,160,25,102,50,47,132.9453231,0,4,0.880615607,6.357987122,0.050390816
962,40.22703238,0.46,49,18,36,51,33,102.1758842,0,2,0.965484336,5.887834882,0.150580009
963,32.23158707,0.46,253,48,74,81,32,126.5501481,0,5,0.827284524,5.42302489,0.005240609
964,29.22108817,0.46,178,18,12,16,8,44.79156542,0,3,0.531463858,4.965057735,0.122556253
965,31.20177054,0.46,37,20,48,47,18,107.3642654,0,4,0.953076068,4.516015686,0.152414797
966,25.05019866,0.46,135,46,72,46,87,39.25578661,0,4,0.946573437,4.078847513,0.195179969
967,19.40129725,0.46,168,30,94,54,62,37.5782941,0,3,0.900597511,3.657813061,0.10697573
968,26.4635218,0.46,223,21,54,66,45,142.6490894,0,3,0.800068323,3.259171021,0.231056755
969,28.01361344,0.46,225,41,119,101,192,51.09172297,0,4,0.920841134,2.892195551,0.22982359
970,13.01184977,0.46,363,36,76,27,179,34.95574939,0,2,0.75473092,2.570485258,0.292754218
971,19.5574398,0.46,237,19,46,30,65,21.28332617,0,0,0.742251895,2.313005366,0.373143648
972,20.86093644,0.46,140,37,75,82,65,46.10844277,1,6,0.946272774,2.143033639,0.136403271
973,10.10776471,0.46,120,23,54,36,31,121.514639,0,5,0.881565453,2.082112518,0.186171259
974,13.74976222,0.46,214,23,78,33,52,38.07929283,0,5,0.800711027,2.139577504,0.077327463
975,16.16556611,0.46,95,30,47,56,29,29.28978194,0,3,0.93666874,2.306597332,0.155820865
976,16.51861243,0.46,127,12,77,28,20,31.98871672,0,2,0.798628467,2.561833447,0.236156324
977,13.83344013,0.46,220,30,112,64,29,34.11539599,0,4,0.824544743,2.881942048,0.107766252
978,12.42034351,0.46,28,6,16,27,12,67.04728719,0,4,0.923404656,3.247797612,0.09884051
979,13.50900306,0.46,2,2,3,8,0,46.21292022,0,5,0.742155381,3.645653396,0.149390815
980,11.11369766,0.46,19,17,12,22,2,15.78182202,0,4,0.902686482,4.06612691,0.142527749
981,10.90196063,0.69,158,26,83,40,13,26.35500137,0,4,0.803073273,4.502886563,0.201100876
982,21.38326683,0.69,140,15,60,40,11,23.33849074,0,1,0.778225804,4.951624659,0.256264487
983,35.99476982,0.69,139,77,44,46,16,42.46047881,0,1,0.872295271,5.409360971,0.276774244
984,30.0790867,0.69,167,60,80,56,24,67.85101374,0,3,0.88831565,5.873992295,0.261243634
985,25.78573881,0.69,18,22,16,38,5,94.64953902,0,6,0.905331169,6.344003849,0.099057068
986,21.54011774,0.69,102,36,26,33,14,63.64473435,0,2,0.858225785,6.818283082,0.197683638
987,26.9957295,0.69,147,126,78,33,22,50.57575233,0,5,0.875995486,7.295997776,0.082376972
988,17.11741102,0.69,114,35,84,36,14,70.64920499,0,2,0.867575834,7.77651483,0.154377357
989,24.64907365,0.779,139,124,97,41,14,70.22622713,1,5,0.876125037,8.259345148,0.031622283
990,13.91912091,0.779,25,8,18,19,1,89.2162731,0,4,0.853870068,8.744105536,0.106697564
991,12.87207586,0.779,5,32,6,30,5,83.23198291,0,3,0.796892979,9.230491914,0.106056108
992,1.983914256,0.779,105,77,47,44,28,43.14891652,1,2,0.937035685,9.71826015,0.167705717
993,1.499794887,1.046,14,31,23,22,23,105.9284071,0,2,0.981812292,10.20721214,0.161519353
994,1.651227798,1.046,41,62,39,9,59,37.88998053,1,3,0.921721262,10.69718557,0.131338999
995,1.000986302,1.046,0,1,1,1,0,56.60973296,0,0,0.682606194,11.18804623,0.41920488
996,1.358505545,1.046,2,3,3,5,0,51.17107484,0,4,0.827770312,11.67968226,0.082442229
997,0.916393686,0.816,1,2,1,7,2,12.48825907,0,0,0.810143417,12.17199972,0.430539852
998,1.267160395,0.816,13,1,5,11,5,161.7825995,0,1,0.863151628,12.66491913,0.172653562
999,0.404799085,0.816,0,0,0,0,2,,0,0,0,13.15837284,0.418440108
1000,0,0.816,0,0,0,0,0,93.29152749,0,0,0,13.65230293,0.672213066
1001,13.23236856,1.224,97,12,58,31,23,46.13555474,1,0,0.858489335,10.62584146,0.715665766
1002,12.78370424,1.224,52,16,22,20,8,39.17728578,0,0,0.887569482,10.13168821,0.514245232
1003,25.96459387,1.224,201,28,59,29,50,62.42758286,0,0,0.802782253,9.638138065,0.377485562
1004,24.556158,1.224,102,38,65,59,35,31.19715726,0,1,0.95197253,9.145288663,0.23778269
1005,18.88489695,1.224,66,36,73,67,101,61.79377717,1,2,0.970537,8.653259737,0.157280018
